workload,n_banks,variant,total_deltas,cycles,wall_time_ms,throughput_ops_per_ms,merge_time_us,overflow_detected
W6.1_adder_N8,8,adder,50000,6250,17.3132,2887.97,1.2755,True
W6.1_adder_N8,8,adder,50000,6250,14.532,3440.68,1.0884,True
W6.1_adder_N8,8,adder,50000,6250,14.7921,3380.18,1.105,True
W6.1_adder_N8,8,adder,50000,6250,15.1902,3291.6,1.1321,True
W6.1_adder_N8,8,adder,50000,6250,14.6683,3408.71,1.0958,True
W6.1_adder_N8,8,adder,50000,6250,17.9462,2786.11,1.3206,True
W6.1_adder_N8,8,adder,50000,6250,16.358,3056.61,1.2002,True
W6.1_adder_N8,8,adder,50000,6250,15.3902,3248.82,1.1325,True
W6.1_adder_N8,8,adder,50000,6250,14.8063,3376.94,1.1065,True
W6.1_adder_N8,8,adder,50000,6250,18.0847,2764.77,1.3168,True
W6.1_adder_N8,8,adder,50000,6250,22.4637,2225.81,1.6178,True
W6.1_adder_N8,8,adder,50000,6250,19.2395,2598.82,1.3928,True
W6.1_adder_N8,8,adder,50000,6250,14.8732,3361.75,1.108,True
W6.1_adder_N8,8,adder,50000,6250,14.5962,3425.55,1.0838,True
W6.1_adder_N8,8,adder,50000,6250,17.9235,2789.63,1.2963,True
W6.1_adder_N8,8,adder,50000,6250,18.4384,2711.73,1.3503,True
W6.1_adder_N8,8,adder,50000,6250,16.1349,3098.87,1.1928,True
W6.1_adder_N8,8,adder,50000,6250,14.6791,3406.2,1.0979,True
W6.1_adder_N8,8,adder,50000,6250,15.1014,3310.95,1.1159,True
W6.1_adder_N8,8,adder,50000,6250,22.3892,2233.22,1.6004,True
W6.1_adder_N8,8,adder,50000,6250,17.8111,2807.24,1.3021,True
W6.1_adder_N8,8,adder,50000,6250,22.229,2249.31,1.6117,True
W6.1_adder_N8,8,adder,50000,6250,14.6797,3406.06,1.0964,True
W6.1_adder_N8,8,adder,50000,6250,14.5917,3426.61,1.0863,True
W6.1_adder_N8,8,adder,50000,6250,17.0619,2930.51,1.2628,True
W6.1_adder_N8,8,adder,50000,6250,19.2989,2590.82,1.4004,True
W6.1_adder_N8,8,adder,50000,6250,16.1082,3104.01,1.188,True
W6.1_adder_N8,8,adder,50000,6250,14.4805,3452.92,1.0814,True
W6.1_adder_N8,8,adder,50000,6250,14.4057,3470.85,1.073,True
W6.1_adder_N8,8,adder,50000,6250,14.6788,3406.27,1.0926,True
W6.1_adder_N8,8,adder,50000,6250,14.8601,3364.71,1.1097,True
W6.1_adder_N8,8,adder,50000,6250,14.4838,3452.13,1.0786,True
W6.1_adder_N8,8,adder,50000,6250,17.9428,2786.63,1.311,True
W6.1_adder_N8,8,adder,50000,6250,15.6038,3204.35,1.1576,True
W6.1_adder_N8,8,adder,50000,6250,20.629,2423.77,1.4915,True
W6.1_adder_N8,8,adder,50000,6250,20.7441,2410.32,1.4963,True
W6.1_adder_N8,8,adder,50000,6250,14.6756,3407.02,1.0948,True
W6.1_adder_N8,8,adder,50000,6250,14.5937,3426.14,1.0891,True
W6.1_adder_N8,8,adder,50000,6250,14.4817,3452.63,1.0848,True
W6.1_adder_N8,8,adder,50000,6250,14.6586,3410.97,1.0977,True
W6.1_adder_N8,8,adder,50000,6250,14.6816,3405.62,1.0963,True
W6.1_adder_N8,8,adder,50000,6250,16.734,2987.93,1.2389,True
W6.1_adder_N8,8,adder,50000,6250,19.5319,2559.91,1.4201,True
W6.1_adder_N8,8,adder,50000,6250,14.4726,3454.8,1.0826,True
W6.1_adder_N8,8,adder,50000,6250,19.3709,2581.19,1.4077,True
W6.1_adder_N8,8,adder,50000,6250,18.0707,2766.91,1.3193,True
W6.1_adder_N8,8,adder,50000,6250,15.3002,3267.93,1.1356,True
W6.1_adder_N8,8,adder,50000,6250,14.566,3432.65,1.0516,True
W6.1_adder_N8,8,adder,50000,6250,14.5811,3429.1,1.0812,True
W6.1_adder_N8,8,adder,50000,6250,14.5462,3437.32,1.0797,True
W6.1_adder_N8,8,adder,50000,6250,20.3501,2456.99,1.4744,True
W6.1_adder_N8,8,adder,50000,6250,16.0827,3108.93,1.1936,True
W6.1_adder_N8,8,adder,50000,6250,14.6816,3405.62,1.0859,True
W6.1_adder_N8,8,adder,50000,6250,14.7745,3384.21,1.099,True
W6.1_adder_N8,8,adder,50000,6250,20.8308,2400.29,1.5043,True
W6.1_adder_N8,8,adder,50000,6250,14.4982,3448.7,1.0848,True
W6.1_adder_N8,8,adder,50000,6250,14.5595,3434.18,1.0928,True
W6.1_adder_N8,8,adder,50000,6250,14.3412,3486.46,1.0708,True
W6.1_adder_N8,8,adder,50000,6250,21.1667,2362.2,1.5249,True
W6.1_adder_N8,8,adder,50000,6250,22.643,2208.19,1.627,True
W6.1_adder_N8,8,adder,50000,6250,15.3355,3260.41,1.1339,True
W6.1_adder_N8,8,adder,50000,6250,15.4743,3231.16,1.1562,True
W6.1_adder_N8,8,adder,50000,6250,14.4533,3459.42,1.0646,True
